Index,Data
0,0:-1:484.00:200
1,0:-6:485.21:200
2,0:-11:485.23:200
3,0:-16:485.38:200
4,0:-21:485.55:200
5,0:-26:485.70:200
6,0:-32:486.21:200
7,0:-37:486.10:200
8,0:-42:486.48:200
9,0:-47:486.71:200
10,0:-52:486.87:200
11,0:-58:487.17:200
12,0:-63:487.48:200
13,0:-68:487.67:200
14,0:-73:487.93:200
15,0:-78:488.47:200
16,0:-84:488.61:200
17,0:-89:489.04:200
18,0:-94:489.28:200
19,0:-99:489.45:200
20,0:-104:489.69:200
21,0:-110:490.33:200
22,0:-115:490.79:200
23,0:-120:491.21:200
24,0:-125:491.46:200
25,0:-130:491.98:200
26,0:-135:492.07:200
27,0:-141:492.49:200
28,0:-146:492.67:200
29,0:-151:492.79:200
30,0:-156:493.67:200
31,0:-161:493.84:200
32,0:-167:493.94:200
33,0:-172:494.35:200
34,0:-177:494.67:200
35,0:-182:495.09:200
36,0:-187:495.46:200
37,0:-193:495.60:200
38,0:-198:496.12:200
39,0:-203:496.25:200
40,0:-208:496.56:200
41,0:-213:496.65:200
42,0:-219:496.76:200
43,0:-224:497.21:200
44,0:-229:497.61:200
45,0:-234:497.57:200
46,0:-239:497.76:200
47,0:-245:498.11:200
48,0:-250:498.29:200
49,0:-255:498.52:200
50,0:-260:498.55:200
51,0:-265:498.96:200
52,0:-271:498.89:200
53,0:-276:499.38:200
54,0:-281:499.27:200
55,0:-286:499.22:200
56,0:-291:499.73:200
57,0:-296:499.44:200
58,0:-302:499.63:200
59,0:-307:499.64:200
60,0:-312:499.66:200
61,0:-317:499.85:200
62,0:-322:500.02:200
63,0:-328:499.93:200
64,0:-333:499.98:200
65,0:-338:500.02:200
66,0:-343:500.12:200
67,0:-348:500.07:200
68,0:-354:499.98:200
69,0:-359:500.15:200
70,0:-364:500.14:200
71,0:-369:500.03:200
72,0:-374:500.05:200
73,0:-380:499.95:200
74,0:-385:499.70:200
75,0:-390:500.01:200
76,0:-395:500.03:200
77,0:-400:499.66:283
78,0:-400:499.71:283
79,0:-400:499.76:283
80,0:-400:499.91:283
81,0:-400:499.83:283
82,0:-400:499.90:283
83,0:-400:500.19:283
84,0:-400:500.12:283
85,0:-400:500.15:283
86,0:-400:500.34:283
87,0:-400:500.36:283
88,0:-400:500.25:283
89,0:-400:500.30:283
90,0:-400:500.48:283
91,0:-400:500.49:283
92,0:-400:500.45:283
93,0:-400:500.49:283
94,0:-400:500.66:283
95,0:-400:500.50:283
96,0:-400:500.56:283
97,0:-400:500.67:283
98,0:-400:500.59:283
99,0:-400:500.71:283
100,0:-400:500.77:283
101,0:-400:500.78:283
102,0:-400:500.78:283
103,0:-400:500.69:283
104,0:-400:500.73:283
105,0:-400:500.80:283
106,0:-400:500.97:283
107,0:-400:500.66:283
108,0:-400:500.77:283
109,0:-400:500.94:283
110,0:-400:500.89:283
111,0:-400:500.86:283
112,0:-400:500.91:283
113,0:-400:501.03:283
