Timestamp,Data
12/12/2024 21:55,784.28
12/12/2024 21:55,784.3
12/12/2024 21:55,784.3
12/12/2024 21:55,784.25
12/12/2024 21:55,784.29
12/12/2024 21:55,784.29
12/12/2024 21:55,784.36
12/12/2024 21:55,784.3
12/12/2024 21:55,784.32
12/12/2024 21:55,784.38
12/12/2024 21:55,784.35
12/12/2024 21:55,784.48
12/12/2024 21:55,784.46
12/12/2024 21:55,784.43
12/12/2024 21:55,784.43
12/12/2024 21:55,784.42
12/12/2024 21:55,784.51
12/12/2024 21:55,784.57
12/12/2024 21:55,784.59
12/12/2024 21:55,784.65
12/12/2024 21:55,784.66
12/12/2024 21:55,784.74
12/12/2024 21:55,784.72
12/12/2024 21:55,784.81
12/12/2024 21:55,784.81
12/12/2024 21:55,784.91
12/12/2024 21:55,784.95
12/12/2024 21:55,784.99
12/12/2024 21:55,785
12/12/2024 21:55,785
12/12/2024 21:55,785.01
12/12/2024 21:55,785.15
12/12/2024 21:55,785.17
12/12/2024 21:55,785.26
12/12/2024 21:55,785.28
12/12/2024 21:55,785.24
12/12/2024 21:55,785.33
12/12/2024 21:55,785.41
12/12/2024 21:55,785.48
12/12/2024 21:55,785.54
12/12/2024 21:55,785.56
12/12/2024 21:55,785.65
12/12/2024 21:55,785.71
12/12/2024 21:55,785.81
12/12/2024 21:55,785.9
12/12/2024 21:55,785.97
12/12/2024 21:55,786
12/12/2024 21:55,786.11
12/12/2024 21:55,786.13
12/12/2024 21:55,786.13
12/12/2024 21:55,786.23
12/12/2024 21:55,786.21
12/12/2024 21:55,786.21
12/12/2024 21:55,786.3
12/12/2024 21:55,786.34
12/12/2024 21:55,786.32
12/12/2024 21:55,786.34
12/12/2024 21:55,786.35
12/12/2024 21:55,786.43
12/12/2024 21:55,786.6
12/12/2024 21:55,786.64
12/12/2024 21:55,786.55
12/12/2024 21:55,786.4
12/12/2024 21:55,786.5
12/12/2024 21:55,786.57
12/12/2024 21:55,786.62
12/12/2024 21:55,786.62
12/12/2024 21:55,786.67
12/12/2024 21:55,786.62
12/12/2024 21:55,786.62
12/12/2024 21:55,786.66
12/12/2024 21:55,786.65
12/12/2024 21:55,786.66
12/12/2024 21:55,786.76
12/12/2024 21:55,786.71
12/12/2024 21:55,786.74
12/12/2024 21:55,786.76
12/12/2024 21:55,786.71
12/12/2024 21:55,786.74
12/12/2024 21:55,786.74
12/12/2024 21:55,786.75
12/12/2024 21:55,786.7
12/12/2024 21:55,786.78
12/12/2024 21:55,786.78
12/12/2024 21:55,786.83
12/12/2024 21:55,786.82
12/12/2024 21:55,786.76
12/12/2024 21:55,786.85
12/12/2024 21:55,786.79
12/12/2024 21:55,786.82
12/12/2024 21:55,786.81
12/12/2024 21:55,786.83
12/12/2024 21:55,786.83
12/12/2024 21:55,786.85
12/12/2024 21:55,786.8
12/12/2024 21:55,786.8
12/12/2024 21:55,786.83
12/12/2024 21:55,786.78
12/12/2024 21:55,786.83
12/12/2024 21:55,786.81
12/12/2024 21:55,786.81
12/12/2024 21:55,786.88
12/12/2024 21:55,786.82
12/12/2024 21:55,786.82
12/12/2024 21:55,786.83
12/12/2024 21:55,786.81
12/12/2024 21:55,786.8
12/12/2024 21:55,786.85
12/12/2024 21:55,786.84
12/12/2024 21:55,786.91
12/12/2024 21:55,786.87
12/12/2024 21:55,786.89
12/12/2024 21:55,786.94
12/12/2024 21:55,786.92
12/12/2024 21:55,786.92
12/12/2024 21:55,786.89
12/12/2024 21:55,786.93
12/12/2024 21:55,786.89
12/12/2024 21:55,786.93
12/12/2024 21:55,786.92
12/12/2024 21:55,787.01
12/12/2024 21:55,786.99
12/12/2024 21:55,786.95
12/12/2024 21:55,786.96
12/12/2024 21:55,786.98
12/12/2024 21:55,787
12/12/2024 21:55,786.99
12/12/2024 21:55,786.98
12/12/2024 21:55,786.97
12/12/2024 21:55,787.02
12/12/2024 21:55,787
12/12/2024 21:55,787.07
12/12/2024 21:55,786.96
12/12/2024 21:55,786.97
12/12/2024 21:55,786.99
12/12/2024 21:55,787.01
12/12/2024 21:55,787
12/12/2024 21:55,787.11
12/12/2024 21:55,787.02
12/12/2024 21:55,787.05
12/12/2024 21:55,787.02
12/12/2024 21:55,787.05
12/12/2024 21:55,787.04
12/12/2024 21:55,787.03
12/12/2024 21:55,787.02
12/12/2024 21:55,787.02
12/12/2024 21:55,786.99
12/12/2024 21:55,787.01
12/12/2024 21:55,786.94
12/12/2024 21:55,786.98
12/12/2024 21:55,786.92
12/12/2024 21:55,786.98
12/12/2024 21:55,786.96
12/12/2024 21:55,786.96
12/12/2024 21:55,786.94
12/12/2024 21:55,786.91
12/12/2024 21:55,786.9
12/12/2024 21:55,786.86
12/12/2024 21:55,786.85
12/12/2024 21:55,786.78
12/12/2024 21:55,786.73
12/12/2024 21:55,786.78
12/12/2024 21:55,786.72
12/12/2024 21:55,786.74
12/12/2024 21:55,786.67
12/12/2024 21:55,786.62
12/12/2024 21:55,786.57
12/12/2024 21:55,786.55
12/12/2024 21:55,786.5
12/12/2024 21:55,786.45
12/12/2024 21:55,786.45
12/12/2024 21:55,786.37
12/12/2024 21:55,786.29
12/12/2024 21:55,786.28
12/12/2024 21:55,786.25
12/12/2024 21:55,786.2
12/12/2024 21:55,786.14
12/12/2024 21:55,786.08
12/12/2024 21:55,786.01
12/12/2024 21:55,786.03
12/12/2024 21:55,785.94
12/12/2024 21:55,785.9
12/12/2024 21:55,785.81
12/12/2024 21:55,785.75
12/12/2024 21:55,785.69
12/12/2024 21:55,785.63
12/12/2024 21:55,785.56
12/12/2024 21:55,785.47
12/12/2024 21:55,785.46
12/12/2024 21:55,785.35
12/12/2024 21:55,785.29
12/12/2024 21:55,785.21
12/12/2024 21:55,785.15
12/12/2024 21:55,785.09
12/12/2024 21:55,785.06
12/12/2024 21:55,785.01
12/12/2024 21:55,784.93
12/12/2024 21:55,784.87
12/12/2024 21:55,784.88
12/12/2024 21:55,784.83
12/12/2024 21:55,784.76
12/12/2024 21:55,784.72
12/12/2024 21:55,784.75
12/12/2024 21:55,784.61
12/12/2024 21:55,784.64
12/12/2024 21:55,784.55
12/12/2024 21:55,784.49
12/12/2024 21:55,784.5
12/12/2024 21:55,784.46
12/12/2024 21:55,784.44
12/12/2024 21:55,784.43
12/12/2024 21:55,784.42
12/12/2024 21:55,784.39
12/12/2024 21:55,784.41
12/12/2024 21:55,784.37
12/12/2024 21:55,784.38
12/12/2024 21:55,784.37
12/12/2024 21:55,784.32
12/12/2024 21:55,784.39
12/12/2024 21:55,784.39
12/12/2024 21:55,784.42
12/12/2024 21:55,784.42
12/12/2024 21:55,784.4
12/12/2024 21:55,784.41
12/12/2024 21:55,784.46
12/12/2024 21:55,784.45
12/12/2024 21:55,784.5
12/12/2024 21:55,784.55
12/12/2024 21:55,784.59
12/12/2024 21:55,784.59
12/12/2024 21:55,784.63
12/12/2024 21:55,784.62
12/12/2024 21:55,784.69
12/12/2024 21:55,784.7
12/12/2024 21:55,784.72
12/12/2024 21:55,784.76
12/12/2024 21:55,784.79
12/12/2024 21:55,784.82
12/12/2024 21:55,784.9
12/12/2024 21:55,784.92
12/12/2024 21:55,784.96
12/12/2024 21:55,785.02
12/12/2024 21:55,785.1
12/12/2024 21:55,785.1
12/12/2024 21:55,785.13
12/12/2024 21:55,785.16
12/12/2024 21:55,785.24
12/12/2024 21:55,785.33
12/12/2024 21:55,785.38
12/12/2024 21:55,785.37
12/12/2024 21:55,785.43
12/12/2024 21:55,785.44
12/12/2024 21:55,785.56
12/12/2024 21:55,785.61
12/12/2024 21:55,785.63
12/12/2024 21:55,785.74
12/12/2024 21:55,785.77
12/12/2024 21:55,785.83
12/12/2024 21:55,785.88
12/12/2024 21:55,785.92
12/12/2024 21:55,785.98
12/12/2024 21:55,786.05
12/12/2024 21:55,786.1
12/12/2024 21:55,786.17
12/12/2024 21:55,786.21
12/12/2024 21:55,786.26
12/12/2024 21:55,786.31
12/12/2024 21:55,786.31
12/12/2024 21:55,786.38
12/12/2024 21:55,786.4
12/12/2024 21:55,786.44
12/12/2024 21:55,786.46
12/12/2024 21:55,786.54
12/12/2024 21:55,786.52
12/12/2024 21:55,786.6
12/12/2024 21:55,786.57
12/12/2024 21:55,786.63
12/12/2024 21:55,786.63
12/12/2024 21:55,786.71
12/12/2024 21:55,786.63
12/12/2024 21:55,786.71
12/12/2024 21:55,786.7
12/12/2024 21:55,786.72
12/12/2024 21:55,786.72
12/12/2024 21:55,786.78
12/12/2024 21:55,786.79
12/12/2024 21:55,786.75
12/12/2024 21:55,786.77
12/12/2024 21:55,786.72
12/12/2024 21:55,786.79
12/12/2024 21:55,786.86
12/12/2024 21:55,786.79
12/12/2024 21:55,786.83
12/12/2024 21:55,786.83
12/12/2024 21:55,786.82
12/12/2024 21:55,786.85
12/12/2024 21:55,786.85
12/12/2024 21:55,786.86
12/12/2024 21:55,786.84
12/12/2024 21:55,786.89
12/12/2024 21:55,786.86
12/12/2024 21:55,786.86
12/12/2024 21:55,786.88
12/12/2024 21:55,786.89
12/12/2024 21:55,786.88
12/12/2024 21:55,786.88
12/12/2024 21:55,786.87
12/12/2024 21:55,786.85
12/12/2024 21:55,786.86
12/12/2024 21:55,786.89
12/12/2024 21:55,786.9
12/12/2024 21:55,786.92
