Timestamp,Data
2025-01-23 15:48:45,C: 0 T: 12836 P: -1 V: 240
2025-01-23 15:48:45,C: 0 T: 12847 P: -6 V: 340
2025-01-23 15:48:45,C: 0 T: 12858 P: -11 V: 406
2025-01-23 15:48:45,C: 0 T: 12869 P: -17 V: 453
2025-01-23 15:48:45,C: 0 T: 12880 P: -22 V: 488
2025-01-23 15:48:45,C: 0 T: 12891 P: -28 V: 509
2025-01-23 15:48:45,C: 0 T: 12902 P: -33 V: 526
2025-01-23 15:48:45,C: 0 T: 12913 P: -39 V: 539
2025-01-23 15:48:45,C: 0 T: 12924 P: -44 V: 546
2025-01-23 15:48:45,C: 0 T: 12935 P: -50 V: 551
2025-01-23 15:48:45,C: 0 T: 12946 P: -55 V: 552
2025-01-23 15:48:45,C: 0 T: 12957 P: -61 V: 552
2025-01-23 15:48:45,C: 0 T: 12968 P: -66 V: 554
2025-01-23 15:48:45,C: 0 T: 12979 P: -72 V: 555
2025-01-23 15:48:45,C: 0 T: 12990 P: -77 V: 552
2025-01-23 15:48:45,C: 0 T: 13001 P: -83 V: 555
2025-01-23 15:48:45,C: 0 T: 13012 P: -88 V: 555
2025-01-23 15:48:45,C: 0 T: 13023 P: -94 V: 555
2025-01-23 15:48:45,C: 0 T: 13034 P: -99 V: 556
2025-01-23 15:48:45,C: 0 T: 13045 P: -105 V: 555
2025-01-23 15:48:45,C: 0 T: 13056 P: -110 V: 555
2025-01-23 15:48:45,C: 0 T: 13067 P: -116 V: 557
2025-01-23 15:48:45,C: 0 T: 13078 P: -121 V: 555
2025-01-23 15:48:45,C: 0 T: 13089 P: -127 V: 555
2025-01-23 15:48:45,C: 0 T: 13100 P: -132 V: 556
2025-01-23 15:48:45,C: 0 T: 13111 P: -138 V: 555
2025-01-23 15:48:45,C: 0 T: 13122 P: -143 V: 555
2025-01-23 15:48:45,C: 0 T: 13133 P: -149 V: 556
2025-01-23 15:48:45,C: 0 T: 13144 P: -154 V: 554
2025-01-23 15:48:45,C: 0 T: 13155 P: -160 V: 554
2025-01-23 15:48:45,C: 0 T: 13166 P: -165 V: 555
2025-01-23 15:48:45,C: 0 T: 13177 P: -171 V: 552
2025-01-23 15:48:45,C: 0 T: 13188 P: -176 V: 555
2025-01-23 15:48:45,C: 0 T: 13199 P: -182 V: 555
2025-01-23 15:48:45,C: 0 T: 13210 P: -187 V: 553
2025-01-23 15:48:45,C: 0 T: 13221 P: -193 V: 555
2025-01-23 15:48:45,C: 0 T: 13232 P: -198 V: 556
2025-01-23 15:48:45,C: 0 T: 13243 P: -204 V: 552
2025-01-23 15:48:45,C: 0 T: 13254 P: -209 V: 554
2025-01-23 15:48:45,C: 0 T: 13265 P: -215 V: 555
2025-01-23 15:48:45,C: 0 T: 13276 P: -220 V: 554
2025-01-23 15:48:45,C: 0 T: 13287 P: -226 V: 555
2025-01-23 15:48:45,C: 0 T: 13298 P: -231 V: 558
2025-01-23 15:48:45,C: 0 T: 13309 P: -237 V: 555
2025-01-23 15:48:45,C: 0 T: 13320 P: -242 V: 556
2025-01-23 15:48:45,C: 0 T: 13331 P: -248 V: 555
2025-01-23 15:48:45,C: 0 T: 13342 P: -253 V: 554
2025-01-23 15:48:45,C: 0 T: 13353 P: -259 V: 555
2025-01-23 15:48:45,C: 0 T: 13364 P: -264 V: 555
2025-01-23 15:48:45,C: 0 T: 13375 P: -270 V: 553
2025-01-23 15:48:45,C: 0 T: 13386 P: -275 V: 554
2025-01-23 15:48:45,C: 0 T: 13397 P: -281 V: 555
2025-01-23 15:48:45,C: 0 T: 13408 P: -286 V: 554
2025-01-23 15:48:45,C: 0 T: 13419 P: -292 V: 556
2025-01-23 15:48:45,C: 0 T: 13430 P: -297 V: 556
2025-01-23 15:48:45,C: 0 T: 13441 P: -303 V: 555
2025-01-23 15:48:45,C: 0 T: 13452 P: -308 V: 556
2025-01-23 15:48:45,C: 0 T: 13463 P: -314 V: 555
2025-01-23 15:48:45,C: 0 T: 13474 P: -319 V: 553
2025-01-23 15:48:45,C: 0 T: 13485 P: -325 V: 555
2025-01-23 15:48:46,C: 0 T: 13496 P: -330 V: 554
2025-01-23 15:48:46,C: 0 T: 13507 P: -336 V: 554
2025-01-23 15:48:46,C: 0 T: 13518 P: -341 V: 556
2025-01-23 15:48:46,C: 0 T: 13529 P: -347 V: 555
2025-01-23 15:48:46,C: 0 T: 13540 P: -352 V: 554
2025-01-23 15:48:46,C: 0 T: 13551 P: -358 V: 557
2025-01-23 15:48:46,C: 0 T: 13562 P: -363 V: 555
2025-01-23 15:48:46,C: 0 T: 13573 P: -369 V: 555
2025-01-23 15:48:46,C: 0 T: 13584 P: -374 V: 556
2025-01-23 15:48:46,C: 0 T: 13595 P: -380 V: 555
2025-01-23 15:48:46,C: 0 T: 13606 P: -385 V: 554
2025-01-23 15:48:46,C: 0 T: 13617 P: -391 V: 556
2025-01-23 15:48:46,C: 0 T: 13628 P: -396 V: 554
2025-01-23 15:48:46,C: 0 T: 13639 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13650 P: -400 V: 556
2025-01-23 15:48:46,C: 0 T: 13661 P: -400 V: 553
2025-01-23 15:48:46,C: 0 T: 13672 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13683 P: -400 V: 556
2025-01-23 15:48:46,C: 0 T: 13694 P: -400 V: 553
2025-01-23 15:48:46,C: 0 T: 13705 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13716 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13727 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13738 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13749 P: -400 V: 557
2025-01-23 15:48:46,C: 0 T: 13760 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13771 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13782 P: -400 V: 557
2025-01-23 15:48:46,C: 0 T: 13793 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13804 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13815 P: -400 V: 557
2025-01-23 15:48:46,C: 0 T: 13826 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13837 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13848 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13859 P: -400 V: 553
2025-01-23 15:48:46,C: 0 T: 13870 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13881 P: -400 V: 557
2025-01-23 15:48:46,C: 0 T: 13892 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13903 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13914 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13925 P: -400 V: 554
2025-01-23 15:48:46,C: 0 T: 13936 P: -400 V: 555
2025-01-23 15:48:46,C: 0 T: 13947 P: -400 V: 555
