Index,Data
0,C: 0 T: 0 P: -1 V: 30.00
1,C: 0 T: 0 P: -11 V: 21.25
2,C: 0 T: 0 P: -21 V: 21.48
3,C: 0 T: 0 P: -31 V: 21.46
4,C: 0 T: 0 P: -41 V: 21.27
5,C: 0 T: 0 P: -51 V: 21.51
6,C: 0 T: 0 P: -61 V: 22.01
7,C: 0 T: 0 P: -71 V: 22.12
8,C: 0 T: 0 P: -81 V: 22.79
9,C: 0 T: 0 P: -91 V: 23.23
10,C: 0 T: 0 P: -101 V: 23.68
11,C: 0 T: 0 P: -111 V: 24.14
12,C: 0 T: 0 P: -121 V: 24.74
13,C: 0 T: 0 P: -131 V: 25.17
14,C: 0 T: 0 P: -141 V: 25.55
15,C: 0 T: 0 P: -152 V: 26.35
16,C: 0 T: 0 P: -162 V: 26.59
17,C: 0 T: 0 P: -172 V: 26.84
18,C: 0 T: 0 P: -182 V: 27.36
19,C: 0 T: 0 P: -192 V: 27.79
20,C: 0 T: 0 P: -202 V: 27.94
21,C: 0 T: 0 P: -212 V: 28.44
22,C: 0 T: 0 P: -222 V: 28.72
23,C: 0 T: 0 P: -232 V: 28.87
24,C: 0 T: 0 P: -242 V: 29.17
25,C: 0 T: 0 P: -252 V: 29.59
26,C: 0 T: 0 P: -262 V: 29.46
27,C: 0 T: 0 P: -272 V: 29.62
28,C: 0 T: 0 P: -282 V: 29.97
29,C: 0 T: 0 P: -293 V: 30.11
30,C: 0 T: 0 P: -303 V: 30.12
31,C: 0 T: 0 P: -313 V: 30.44
32,C: 0 T: 0 P: -323 V: 30.48
33,C: 0 T: 0 P: -333 V: 30.59
34,C: 0 T: 0 P: -343 V: 30.60
35,C: 0 T: 0 P: -353 V: 30.71
36,C: 0 T: 0 P: -363 V: 30.63
37,C: 0 T: 0 P: -373 V: 30.96
38,C: 0 T: 0 P: -383 V: 30.87
39,C: 0 T: 0 P: -393 V: 30.73
40,C: 0 T: 0 P: -400 V: 30.92
41,C: 0 T: 0 P: -400 V: 31.10
42,C: 0 T: 0 P: -400 V: 31.15
43,C: 0 T: 0 P: -400 V: 31.17
44,C: 0 T: 0 P: -400 V: 31.28
45,C: 0 T: 0 P: -400 V: 31.31
46,C: 0 T: 0 P: -400 V: 31.25
47,C: 0 T: 0 P: -400 V: 31.28
48,C: 0 T: 0 P: -400 V: 31.29
49,C: 0 T: 0 P: -400 V: 31.40
50,C: 0 T: 0 P: -395 V: 31.22
51,C: 0 T: 0 P: -385 V: 31.27
52,C: 0 T: 0 P: -374 V: 31.37
53,C: 0 T: 0 P: -364 V: 31.45
54,C: 0 T: 0 P: -354 V: 31.47
55,C: 0 T: 0 P: -344 V: 31.62
56,C: 0 T: 0 P: -334 V: 31.83
57,C: 0 T: 0 P: -324 V: 31.80
58,C: 0 T: 0 P: -314 V: 31.58
59,C: 0 T: 0 P: -304 V: 31.74
60,C: 0 T: 0 P: -294 V: 31.68
61,C: 0 T: 0 P: -284 V: 31.58
62,C: 0 T: 0 P: -274 V: 31.70
63,C: 0 T: 0 P: -264 V: 31.53
64,C: 0 T: 0 P: -254 V: 31.58
65,C: 0 T: 0 P: -244 V: 31.58
66,C: 0 T: 0 P: -233 V: 31.42
67,C: 0 T: 0 P: -223 V: 31.22
68,C: 0 T: 0 P: -213 V: 31.24
69,C: 0 T: 0 P: -203 V: 31.24
70,C: 0 T: 0 P: -193 V: 30.81
71,C: 0 T: 0 P: -183 V: 30.81
72,C: 0 T: 0 P: -173 V: 30.78
73,C: 0 T: 0 P: -163 V: 30.40
74,C: 0 T: 0 P: -153 V: 30.30
75,C: 0 T: 0 P: -143 V: 30.15
76,C: 0 T: 0 P: -133 V: 29.68
77,C: 0 T: 0 P: -123 V: 29.40
78,C: 0 T: 0 P: -113 V: 29.09
79,C: 0 T: 0 P: -103 V: 28.74
80,C: 0 T: 0 P: -92 V: 28.32
81,C: 0 T: 0 P: -82 V: 28.26
82,C: 0 T: 0 P: -72 V: 27.56
83,C: 0 T: 0 P: -62 V: 26.87
84,C: 0 T: 0 P: -52 V: 26.54
85,C: 0 T: 0 P: -42 V: 25.92
86,C: 0 T: 0 P: -32 V: 25.16
87,C: 0 T: 0 P: -22 V: 24.80
88,C: 0 T: 0 P: -12 V: 24.03
89,C: 0 T: 0 P: -2 V: 23.29
90,C: 0 T: 0 P: 8 V: 22.68
91,C: 0 T: 0 P: 18 V: 22.08
92,C: 0 T: 0 P: 28 V: 21.40
93,C: 0 T: 0 P: 38 V: 20.74
94,C: 0 T: 0 P: 49 V: 20.52
95,C: 0 T: 0 P: 59 V: 19.90
96,C: 0 T: 0 P: 69 V: 19.41
97,C: 0 T: 0 P: 79 V: 19.31
98,C: 0 T: 0 P: 89 V: 19.03
99,C: 0 T: 0 P: 99 V: 18.75
100,C: 0 T: 0 P: 109 V: 18.81
101,C: 0 T: 0 P: 119 V: 18.58
102,C: 0 T: 0 P: 129 V: 18.63
103,C: 0 T: 0 P: 139 V: 18.80
104,C: 0 T: 0 P: 149 V: 18.73
105,C: 0 T: 0 P: 159 V: 18.62
106,C: 0 T: 0 P: 169 V: 18.93
107,C: 0 T: 0 P: 179 V: 19.19
108,C: 0 T: 0 P: 190 V: 19.22
109,C: 0 T: 0 P: 200 V: 19.49
110,C: 0 T: 0 P: 210 V: 19.86
111,C: 0 T: 0 P: 220 V: 19.87
112,C: 0 T: 0 P: 230 V: 20.04
113,C: 0 T: 0 P: 240 V: 20.42
114,C: 0 T: 0 P: 250 V: 20.63
115,C: 0 T: 0 P: 260 V: 20.76
116,C: 0 T: 0 P: 270 V: 21.15
117,C: 0 T: 0 P: 280 V: 21.23
118,C: 0 T: 0 P: 290 V: 21.33
119,C: 0 T: 0 P: 300 V: 21.72
120,C: 0 T: 0 P: 310 V: 21.87
121,C: 0 T: 0 P: 320 V: 21.98
122,C: 0 T: 0 P: 331 V: 22.37
123,C: 0 T: 0 P: 341 V: 22.56
124,C: 0 T: 0 P: 351 V: 22.39
125,C: 0 T: 0 P: 361 V: 22.88
126,C: 0 T: 0 P: 371 V: 23.05
127,C: 0 T: 0 P: 381 V: 23.02
128,C: 0 T: 0 P: 391 V: 23.21
129,C: 0 T: 0 P: 400 V: 23.48
130,C: 0 T: 0 P: 400 V: 23.70
131,C: 0 T: 0 P: 400 V: 23.85
132,C: 0 T: 0 P: 400 V: 23.99
133,C: 0 T: 0 P: 400 V: 24.14
134,C: 0 T: 0 P: 400 V: 24.15
135,C: 0 T: 0 P: 400 V: 24.22
136,C: 0 T: 0 P: 400 V: 24.36
137,C: 0 T: 0 P: 400 V: 24.41
138,C: 0 T: 0 P: 400 V: 24.35
139,C: 1 T: 0 P: 397 V: 24.33
140,C: 1 T: 0 P: 387 V: 24.39
141,C: 1 T: 0 P: 377 V: 24.27
142,C: 1 T: 0 P: 367 V: 24.64
143,C: 1 T: 0 P: 357 V: 24.66
144,C: 1 T: 0 P: 347 V: 24.61
145,C: 1 T: 0 P: 336 V: 24.75
146,C: 1 T: 0 P: 326 V: 24.82
