Timestamp,Data
2025-01-23 16:01:36,C: 0 T: 5815 P: -1 V: 249
2025-01-23 16:01:36,C: 0 T: 5826 P: -6 V: 344
2025-01-23 16:01:36,C: 0 T: 5837 P: -11 V: 415
2025-01-23 16:01:36,C: 0 T: 5848 P: -17 V: 461
2025-01-23 16:01:36,C: 0 T: 5859 P: -22 V: 494
2025-01-23 16:01:36,C: 0 T: 5870 P: -28 V: 515
2025-01-23 16:01:36,C: 0 T: 5881 P: -33 V: 529
2025-01-23 16:01:36,C: 0 T: 5892 P: -39 V: 542
2025-01-23 16:01:36,C: 0 T: 5903 P: -44 V: 551
2025-01-23 16:01:36,C: 0 T: 5914 P: -50 V: 554
2025-01-23 16:01:36,C: 0 T: 5925 P: -55 V: 557
2025-01-23 16:01:36,C: 0 T: 5936 P: -61 V: 560
2025-01-23 16:01:36,C: 0 T: 5947 P: -66 V: 560
2025-01-23 16:01:36,C: 0 T: 5958 P: -72 V: 560
2025-01-23 16:01:36,C: 0 T: 5969 P: -77 V: 562
2025-01-23 16:01:36,C: 0 T: 5980 P: -83 V: 562
2025-01-23 16:01:36,C: 0 T: 5991 P: -88 V: 562
2025-01-23 16:01:36,C: 0 T: 6002 P: -94 V: 565
2025-01-23 16:01:36,C: 0 T: 6013 P: -99 V: 564
2025-01-23 16:01:36,C: 0 T: 6024 P: -105 V: 565
2025-01-23 16:01:36,C: 0 T: 6035 P: -110 V: 567
2025-01-23 16:01:36,C: 0 T: 6046 P: -116 V: 564
2025-01-23 16:01:36,C: 0 T: 6057 P: -121 V: 564
2025-01-23 16:01:36,C: 0 T: 6068 P: -127 V: 564
2025-01-23 16:01:36,C: 0 T: 6079 P: -132 V: 564
2025-01-23 16:01:36,C: 0 T: 6090 P: -138 V: 565
2025-01-23 16:01:36,C: 0 T: 6101 P: -143 V: 565
2025-01-23 16:01:36,C: 0 T: 6112 P: -149 V: 563
2025-01-23 16:01:36,C: 0 T: 6123 P: -154 V: 564
2025-01-23 16:01:36,C: 0 T: 6134 P: -160 V: 564
2025-01-23 16:01:36,C: 0 T: 6145 P: -165 V: 564
2025-01-23 16:01:36,C: 0 T: 6156 P: -171 V: 565
2025-01-23 16:01:36,C: 0 T: 6167 P: -176 V: 565
2025-01-23 16:01:36,C: 0 T: 6178 P: -182 V: 566
2025-01-23 16:01:36,C: 0 T: 6189 P: -187 V: 569
2025-01-23 16:01:36,C: 0 T: 6200 P: -193 V: 573
2025-01-23 16:01:36,C: 0 T: 6211 P: -198 V: 577
2025-01-23 16:01:36,C: 0 T: 6222 P: -204 V: 583
2025-01-23 16:01:36,C: 0 T: 6233 P: -209 V: 588
2025-01-23 16:01:36,C: 0 T: 6244 P: -215 V: 589
2025-01-23 16:01:36,C: 0 T: 6255 P: -220 V: 595
2025-01-23 16:01:36,C: 0 T: 6266 P: -226 V: 598
2025-01-23 16:01:36,C: 0 T: 6277 P: -231 V: 599
