Index,Data
0,0:-1:430.00
1,0:-6:435.36
2,0:-11:435.57
3,0:-16:435.62
4,0:-21:435.75
5,0:-26:435.96
6,0:-32:435.93
7,0:-37:436.25
8,0:-42:436.12
9,0:-47:436.48
10,0:-52:436.50
11,0:-58:436.62
12,0:-63:436.82
13,0:-68:436.89
14,0:-73:437.32
15,0:-78:437.19
16,0:-84:437.66
17,0:-89:437.68
18,0:-94:438.09
19,0:-99:438.21
20,0:-104:438.74
21,0:-110:438.96
22,0:-115:439.09
23,0:-120:439.47
24,0:-125:439.71
25,0:-130:440.19
26,0:-136:440.61
27,0:-141:441.15
28,0:-146:441.29
29,0:-151:441.73
30,0:-156:442.19
31,0:-161:442.34
32,0:-167:442.76
33,0:-172:443.30
34,0:-177:443.48
35,0:-182:444.00
36,0:-187:444.43
37,0:-193:444.64
38,0:-198:445.06
39,0:-203:445.40
40,0:-208:445.58
41,0:-213:446.24
42,0:-219:446.49
43,0:-224:447.11
44,0:-229:447.35
45,0:-234:447.71
46,0:-239:447.93
47,0:-245:448.14
48,0:-250:448.56
49,0:-255:448.76
50,0:-260:449.16
51,0:-265:449.27
52,0:-271:449.55
53,0:-276:449.86
54,0:-281:450.16
55,0:-286:450.34
56,0:-291:450.50
57,0:-296:450.66
58,0:-302:450.66
59,0:-307:450.97
60,0:-312:450.97
61,0:-317:451.37
62,0:-322:451.27
63,0:-328:451.30
64,0:-333:451.53
65,0:-338:451.56
66,0:-343:451.66
67,0:-348:451.76
68,0:-354:451.78
69,0:-359:451.87
70,0:-364:451.79
71,0:-369:451.95
72,0:-374:452.04
73,0:-380:452.06
74,0:-385:451.89
75,0:-390:452.22
76,0:-395:451.91
77,0:-400:452.04
78,0:-400:452.22
79,0:-400:452.16
80,0:-400:452.31
81,0:-400:452.41
82,0:-400:452.61
83,0:-400:452.63
84,0:-400:452.87
85,0:-400:452.81
86,0:-400:453.02
87,0:-400:452.96
88,0:-400:453.15
89,0:-400:453.28
90,0:-400:453.28
91,0:-400:453.50
92,0:-400:453.30
93,0:-400:453.55
94,0:-400:453.53
95,0:-400:453.57
96,0:-400:453.46
97,0:-400:453.46
98,0:-400:453.63
99,0:-400:453.54
100,0:-400:453.77
101,0:-400:453.67
102,0:-400:453.84
103,0:-400:453.80
104,0:-400:453.94
105,0:-400:453.91
106,0:-400:453.92
107,0:-400:454.07
108,0:-400:453.94
109,0:-400:454.17
110,0:-400:454.05
111,0:-400:454.12
112,0:-400:454.23
113,0:-400:454.20
114,0:-400:454.27
115,0:-400:454.27
116,0:-396:454.38
117,0:-391:454.49
118,0:-385:454.59
119,0:-380:454.71
120,0:-375:454.73
121,0:-370:455.03
122,0:-365:454.87
123,0:-359:455.19
124,0:-354:455.17
125,0:-349:455.40
126,0:-344:455.40
127,0:-339:455.59
128,0:-333:455.57
129,0:-328:455.48
130,0:-323:455.87
131,0:-318:455.64
132,0:-313:455.78
133,0:-307:455.88
134,0:-302:455.97
135,0:-297:455.79
136,0:-292:456.07
137,0:-287:455.87
138,0:-281:455.89
139,0:-276:455.95
140,0:-271:455.80
141,0:-266:455.97
142,0:-261:455.73
143,0:-256:455.64
144,0:-250:455.43
145,0:-245:455.67
146,0:-240:455.38
147,0:-235:455.27
148,0:-230:455.01
149,0:-224:454.95
150,0:-219:454.77
151,0:-214:454.35
152,0:-209:454.17
153,0:-204:453.94
154,0:-198:453.63
155,0:-193:453.44
156,0:-188:453.01
157,0:-183:452.75
158,0:-178:452.29
159,0:-172:452.16
